url,name,bike,brand,model,Trim / Edition,Year of Manufacture,Condition,Engine capacity,Kilometers run,price
https://bikroy.com/en/ad/bajaj-pulsar-150-cc-2012-for-sale-chattogram-division-1,Bajaj Pulsar 150 cc 2012,Motorcycle,Bajaj,Pulsar,150 cc,2012,Used,150 cc,"10,000 km","Tk 99,990"
https://bikroy.com/en/ad/akij-ponkhiraj-2019-for-sale-barishal,SYM 2019,Motorcycle,SYM,Other Model,2019,2019,Used,165 cc,"16,000 km","Tk 82,000"
https://bikroy.com/en/ad/bajaj-pulsar-pulsar150-cc-2012-for-sale-rajshahi-division,Bajaj Pulsar 150 cc 2012,Motorcycle,Bajaj,Pulsar,150 cc,2012,Used,150 cc,"50,000 km","Tk 79,000"
https://bikroy.com/en/ad/bajaj-discover-gaaddi-sb-tthik-aache-2018-for-sale-rangpur-division,Bajaj Discover . 2018,Motorcycle,Bajaj,Discover,.,2018,Used,100 cc,"25,000 km","Tk 90,000"
https://bikroy.com/en/ad/bajaj-pulsar-2015-for-sale-barishal-42,Bajaj Pulsar 2015,Motorcycle,Bajaj,Pulsar,.,2015,Used,155 cc,"27,500 km","Tk 90,000"
https://bikroy.com/en/ad/yamaha-fzs-2014-for-sale-khulna-238,Yamaha FZS 2014,Motorcycle,Yamaha,FZS,.,2014,Used,150 cc,"39,950 km","Tk 125,000"
https://bikroy.com/en/ad/hero-glamour-mottrbaaik-2016-for-sale-chattogram,"Hero Glamour , 2016",Motorcycle,Hero,Glamour,",",2016,Used,150 cc,"35,000 km","Tk 80,000"
https://bikroy.com/en/ad/yamaha-fazer-2021-for-sale-dhaka-division-7,Yamaha Fazer 2021,Motorcycle,Yamaha,Fazer,yamaha,2021,Used,150 cc,"8,500 km","Tk 245,000"
https://bikroy.com/en/ad/suzuki-gixxer-2017-for-sale-chattogram-223,Suzuki Gixxer 2017,Motorcycle,Suzuki,Gixxer,.,2017,Used,155 cc,"22,000 km","Tk 105,000"
https://bikroy.com/en/ad/bajaj-discover-naai-2021-for-sale-chattogram,Bajaj Discover motorbike 2021,Motorcycle,Bajaj,Discover,motorbike,2021,Used,125 cc,"3,000 km","Tk 80,000"
https://bikroy.com/en/ad/bajaj-pulsar-ug4-2009-for-sale-dhaka-division-2,Bajaj Pulsar UG4 2009,Motorcycle,Bajaj,Pulsar,UG4,2009,Used,150 cc,"60,000 km","Tk 105,000"
https://bikroy.com/en/ad/bajaj-pulsar-150-2019-for-sale-dhaka-18,Bajaj Pulsar 150 2019,Motorcycle,Bajaj,Pulsar,150,2019,Used,150 cc,"15,000 km","Tk 150,000"
https://bikroy.com/en/ad/bajaj-pulsar-snskrnn-2012-for-sale-dhaka,Bajaj Pulsar সংস্করণ 2012,Motorcycle,Bajaj,Pulsar,সংস্করণ,2012,Used,150 cc,"40,300 km","Tk 130,000"
https://bikroy.com/en/ad/dayang-dy-100-1-2005-for-sale-dhaka-1,Dayang DY-100 . 2005,Motorcycle,Dayang,DY-100,.,2005,Used,100 cc,"13,000 km","Tk 35,000"
https://bikroy.com/en/ad/walton-fusion-2015-for-sale-khulna-division-5,Walton Fusion 2015,Motorcycle,Walton,Fusion,.,2015,Used,110 cc,"30,000 km","Tk 65,000"
https://bikroy.com/en/ad/tvs-metro-2018-for-sale-mymensingh-division-3,TVS Metro plus 2018,Motorcycle,TVS,Metro,plus,2018,Used,110 cc,"19,000 km","Tk 86,000"
https://bikroy.com/en/ad/hero-glamour-2012-for-sale-chattogram-116,Hero Glamour 2012,Motorcycle,Hero,Glamour,2012,2012,Used,125 cc,"30,000 km","Tk 54,999"
https://bikroy.com/en/ad/dayun-defender-150cc-dfender-2014-for-sale-dhaka,Dayun Defender 150cc bike 2014,Motorcycle,Dayun,Defender 150cc,bike,2014,Used,150 cc,"53,000 km","Tk 78,000"
https://bikroy.com/en/ad/tvs-apache-rtr-4v-2nd-disk-abs-21-2021-for-sale-dhaka-division,TVS Apache RTR 4v. 2021,Motorcycle,TVS,Apache RTR,4v.,2021,Used,160 cc,"4,500 km","Tk 180,000"
https://bikroy.com/en/ad/runner-2020-for-sale-chattogram-division,Runner 2020,Motorcycle,Runner,Other Model,.,2020,Used,165 cc,"8,000 km","Tk 120,000"
https://bikroy.com/en/ad/yamaha-fzs-first-model-2011-for-sale-rajshahi-division,Yamaha FZS First model 2011,Motorcycle,Yamaha,FZS,First model,2011,Used,150 cc,"50,000 km","Tk 125,000"
https://bikroy.com/en/ad/bajaj-pulsar-2020-2019-for-sale-khulna-2,Bajaj Pulsar 150 2019,Motorcycle,Bajaj,Pulsar,150,2019,Used,150 cc,"15,000 km","Tk 163,500"
https://bikroy.com/en/ad/tvs-stryker-bhaalo-2018-for-sale-mymensingh,TVS Stryker ভালো 2018,Motorcycle,TVS,Stryker,ভালো,2018,Used,125 cc,"14,911 km","Tk 87,999"
https://bikroy.com/en/ad/runner-knightrider-knight-rider-v2-2019-for-sale-chattogram,Runner KnightRider Knight rider v2 2019,Motorcycle,Runner,KnightRider,Knight rider v2,2019,Used,150 cc,"8,300 km","Tk 120,000"
https://bikroy.com/en/ad/bajaj-discover-135-2009-for-sale-dhaka-127,Bajaj Discover . 2009,Motorcycle,Bajaj,Discover,.,2009,Used,135 cc,"35,542 km","Tk 125,000"
https://bikroy.com/en/ad/yamaha-fazer-v2-2016-for-sale-dhaka-28,"Yamaha Fazer v2, 2016",Motorcycle,Yamaha,Fazer,"v2,",2016,Used,150 cc,"37,000 km","Tk 170,000"
https://bikroy.com/en/ad/tvs-apache-rtr-used-2016-for-sale-rajshahi-division,TVS Apache RTR . 2016,Motorcycle,TVS,Apache RTR,.,2016,Used,150 cc,"150,000 km","Tk 130,000"
https://bikroy.com/en/ad/bajaj-pulsar-2017-for-sale-khulna-division-107,Bajaj Pulsar 2017,Motorcycle,Bajaj,Pulsar,.,2017,Used,150 cc,"11,500 km","Tk 145,000"
https://bikroy.com/en/ad/tvs-apache-rtr-2014-for-sale-khulna-233,TVS Apache RTR 2014,Motorcycle,TVS,Apache RTR,2014,2014,Used,160 cc,"50,000 km","Tk 55,000"
https://bikroy.com/en/ad/bajaj-discover-good-2018-for-sale-rajshahi-division,Bajaj Discover good 2018,Motorcycle,Bajaj,Discover,good,2018,Used,125 cc,"19,000 km","Tk 75,000"
https://bikroy.com/en/ad/suzuki-gixxer-double-disc-2018-for-sale-dhaka-5,Suzuki Gixxer double disc 2018,Motorcycle,Suzuki,Gixxer,double disc,2018,Used,155 cc,"12,500 km","Tk 170,000"
https://bikroy.com/en/ad/runner-turbo-125-2018-2017-for-sale-dhaka-3,Runner Turbo 125 . 2017,Motorcycle,Runner,Turbo 125,.,2017,Used,125 cc,"30,100 km","Tk 60,000"
https://bikroy.com/en/ad/suzuki-hayate-dekhe-nite-parben-2018-for-sale-chattogram-division,Suzuki Hayate motorbike 2018,Motorcycle,Suzuki,Hayate,motorbike,2018,Used,110 cc,"11,000 km","Tk 80,000"
https://bikroy.com/en/ad/yamaha-yzf-r15-india-2020-for-sale-dhaka-2,Yamaha YZF R15 India 2020,Motorcycle,Yamaha,YZF R15,India,2020,Used,150 cc,"8,000 km","Tk 430,000"
https://bikroy.com/en/ad/bajaj-pulsar-mania-2016-for-sale-rangpur-division,Bajaj Pulsar Black 2016,Motorcycle,Bajaj,Pulsar,Black,2016,Used,150 cc,"60,000 km","Tk 80,000"
https://bikroy.com/en/ad/tvs-metro-aalocnaa-saapeksse-2021-for-sale-khulna,TVS Metro আলোচনা সাপেক্ষে 2021,Motorcycle,TVS,Metro,আলোচনা সাপেক্ষে,2021,Used,100 cc,"6,900 km","Tk 79,000"
https://bikroy.com/en/ad/suzuki-gixxer-2017-for-sale-chattogram-division-79,Suzuki Gixxer 2017,Motorcycle,Suzuki,Gixxer,2017,2017,Used,155 cc,"60,000 km","Tk 150,000"
https://bikroy.com/en/ad/tvs-metro-matro-plus-2019-for-sale-khulna,TVS Metro matro plus 2019,Motorcycle,TVS,Metro,matro plus,2019,Used,110 cc,"18,200 km","Tk 85,200"
https://bikroy.com/en/ad/bajaj-ct-100-2011-for-sale-barishal-division,Bajaj CT 100 2011,Motorcycle,Bajaj,CT 100,.,2011,Used,120 cc,"10,000 km","Tk 65,000"
https://bikroy.com/en/ad/hondax8-2015-for-sale-dhaka,Honda x8 2015,Motorcycle,Honda,Other Model,x8,2015,Used,150 cc,"5,000 km","Tk 80,000"
https://bikroy.com/en/ad/tvs-stryker-2018-for-sale-dhaka-division-132,TVS Stryker 2018,Motorcycle,TVS,Stryker,Stryker,2018,Used,125 cc,"48,811 km","Tk 85,000"
https://bikroy.com/en/ad/runner-turbo-125-2018-for-sale-dhaka-590,Runner Turbo 125 Blue 2018,Motorcycle,Runner,Turbo 125,Blue,2018,Used,125 cc,"32,000 km","Tk 58,000"
https://bikroy.com/en/ad/suzuki-gixxer-new-2016-for-sale-sylhet-1,Suzuki Gixxer Fresh 2016,Motorcycle,Suzuki,Gixxer,Fresh,2016,Used,150 cc,"25,000 km","Tk 170,000"
https://bikroy.com/en/ad/tvs-radeon-110-2020-mddel-2020-for-sale-dhaka-division,"TVS Radeon 110 , 2020",Motorcycle,TVS,Radeon 110,",",2020,Used,110 cc,"21,000 km","Tk 85,000"
https://bikroy.com/en/ad/suzuki-gixxer-2017-for-sale-khulna-division-71,Suzuki Gixxer 2017,Motorcycle,Suzuki,Gixxer,.,2017,Used,155 cc,"12,000 km","Tk 140,000"
https://bikroy.com/en/ad/pegasus-fabio-125cc-2015-2013-for-sale-chattogram-division,Pegasus Fabio 125cc 2015 2013,Motorcycle,Pegasus,Fabio 125cc,2015,2013,Used,125 cc,"42,000 km","Tk 70,000"
https://bikroy.com/en/ad/bajaj-ct-100-2015-for-sale-khulna-division-37,Bajaj CT 100 2015,Motorcycle,Bajaj,CT 100,.,2015,Used,100 cc,"29,434 km","Tk 68,000"
https://bikroy.com/en/ad/bajaj-pulsar-2009-for-sale-dhaka-1830,Bajaj Pulsar 2009,Motorcycle,Bajaj,Pulsar,2009,2009,Used,150 cc,"55,000 km","Tk 105,000"
https://bikroy.com/en/ad/bajaj-pulsar-1-2013-for-sale-dhaka-2,Bajaj Pulsar . 2013,Motorcycle,Bajaj,Pulsar,.,2013,Used,150 cc,"43,000 km","Tk 85,000"
https://bikroy.com/en/ad/honda-cbr-2019-for-sale-dhaka-103,Honda CBR 2019,Motorcycle,Honda,CBR,2019,2019,Used,150 cc,"6,000 km","Tk 375,000"
https://bikroy.com/en/ad/hero-splendor-2008-for-sale-sylhet-4,Hero Splendor 2008,Motorcycle,Hero,Splendor,.,2008,Used,100 cc,"2,500 km","Tk 40,000"
https://bikroy.com/en/ad/hero-splendor-nxg-2012-for-sale-rajshahi-division-1,Hero Splendor nxg 2012,Motorcycle,Hero,Other Model,Splendor nxg,2012,Used,100 cc,"37,000 km","Tk 59,000"
https://bikroy.com/en/ad/bajaj-pulsar-valo-2016-for-sale-dhaka-5,Bajaj Pulsar Black 2016,Motorcycle,Bajaj,Pulsar,Black,2016,Used,150 cc,"30,557 km","Tk 107,000"
https://bikroy.com/en/ad/hero-splendor-2019-for-sale-chattogram-32,Hero Splendor motorbike 2019,Motorcycle,Hero,Splendor,motorbike,2019,Used,110 cc,"18,000 km","Tk 85,000"
https://bikroy.com/en/ad/walton-2011-for-sale-chattogram,Walton 2011,Motorcycle,Walton,Other Model,.,2011,Used,100 cc,"30,000 km","Tk 24,500"
https://bikroy.com/en/ad/tvs-stryker-on-tast-all-most-new-2021-for-sale-dhaka,TVS Stryker ON TAST ALL MOST NEW 2021,Motorcycle,TVS,Stryker,ON TAST ALL MOST NEW,2021,Used,125 cc,15 km,"Tk 103,000"
https://bikroy.com/en/ad/yamaha-mt-15-2020-for-sale-dhaka-71,Yamaha MT 15 2020,Motorcycle,Yamaha,MT 15,.,2020,Used,150 cc,"6,500 km","Tk 320,000"
https://bikroy.com/en/ad/honda-cbr-2019-for-sale-dhaka-104,Honda CBR . 2019,Motorcycle,Honda,CBR,.,2019,Used,155 cc,"10,000 km","Tk 290,000"
https://bikroy.com/en/ad/tvs-stryker-2021-for-sale-mymensingh-1,TVS Stryker 2021,Motorcycle,TVS,Stryker,.,2021,Used,125 cc,"3,659 km","Tk 110,000"
https://bikroy.com/en/ad/bajaj-pulsar-150-cc-2016-for-sale-dhaka-6,Bajaj Pulsar . 2016,Motorcycle,Bajaj,Pulsar,.,2016,Used,150 cc,"21,000 km","Tk 115,000"
https://bikroy.com/en/ad/bajaj-pulsar-2019-for-sale-rajshahi-85,Bajaj Pulsar . 2019,Motorcycle,Bajaj,Pulsar,.,2019,Used,150 cc,"10,000 km","Tk 155,000"
https://bikroy.com/en/ad/runner-turbo-125-2020-for-sale-dhaka-114,Runner Turbo 125 2020,Motorcycle,Runner,Turbo 125,2020,2020,Used,125 cc,"36,000 km","Tk 65,000"
https://bikroy.com/en/ad/bajaj-platina-2019-for-sale-dhaka-130,Bajaj Platina 2019,Motorcycle,Bajaj,Platina,2019,2019,Used,102 cc,"26,000 km","Tk 72,000"
https://bikroy.com/en/ad/tvs-stryker-125cc-2018-for-sale-dhaka-20,TVS Stryker 125cc 2018,Motorcycle,TVS,Stryker,125cc,2018,Used,125 cc,"28,000 km","Tk 93,000"
https://bikroy.com/en/ad/runner-turbo-125-12-2019-for-sale-dhaka,Runner Turbo 125 Blue 2019,Motorcycle,Runner,Turbo 125,Blue,2019,Used,125 cc,"19,500 km","Tk 75,000"
https://bikroy.com/en/ad/bajaj-pulsar-2012-for-sale-dhaka-division-753,Bajaj Pulsar 2012,Motorcycle,Bajaj,Pulsar,.,2012,Used,150 cc,"90,000 km","Tk 90,000"
https://bikroy.com/en/ad/tvs-apache-rtr-bike-2018-for-sale-dhaka-4,TVS Apache RTR . 2018,Motorcycle,TVS,Apache RTR,.,2018,Used,150 cc,"43,000 km","Tk 110,000"
https://bikroy.com/en/ad/bajaj-pulsar-all-ok-2017-for-sale-dhaka,Bajaj Pulsar . 2017,Motorcycle,Bajaj,Pulsar,.,2017,Used,150 cc,"14,359 km","Tk 115,000"
https://bikroy.com/en/ad/yamaha-fz-onek-vaol-gare-2012-for-sale-dhaka,Yamaha FZ . 2012,Motorcycle,Yamaha,FZ,.,2012,Used,153 cc,"360,000 km","Tk 95,000"
https://bikroy.com/en/ad/dayang-runner-other-model-2019-for-sale-sylhet,Dayang Runner Other Model 2019,Motorcycle,Dayang Runner,Other Model,.,2019,Used,80 cc,"10,000 km","Tk 50,000"
https://bikroy.com/en/ad/bajaj-ct-100-2006-2005-for-sale-sylhet,Bajaj CT 100 2006 2005,Motorcycle,Bajaj,CT 100,2006,2005,Used,100 cc,"50,000 km","Tk 70,000"
https://bikroy.com/en/ad/hero-achiever-hiro-kompaani-2016-for-sale-dhaka,Hero Hunk . 2016,Motorcycle,Hero,Hunk,.,2016,Used,150 cc,"45,000 km","Tk 100,000"
https://bikroy.com/en/ad/tvs-apache-rtr-apachi-150cc-2016-for-sale-dhaka,TVS Apache RTR 150cc 2016,Motorcycle,TVS,Apache RTR,150cc,2016,Used,150 cc,"45,000 km","Tk 85,000"
https://bikroy.com/en/ad/tvs-metro-plus-2017-for-sale-khulna-12,TVS Metro plus 2017,Motorcycle,TVS,Metro,plus,2017,Used,110 cc,"20,000 km","Tk 65,000"
https://bikroy.com/en/ad/bajaj-pulsar-2013-for-sale-sylhet-1394,Bajaj Pulsar Modified bike 2013,Motorcycle,Bajaj,Pulsar,Modified bike,2013,Used,150 cc,40 km,"Tk 115,000"
https://bikroy.com/en/ad/honda-dio-dx-2021-for-sale-dhaka-2,Honda Dio dx 2021,Scooters,Honda,Dio,dx,2021,Used,110 cc,"2,500 km","Tk 135,000"
https://bikroy.com/en/ad/suzuki-gixxer-sf-2021-for-sale-dhaka-18,Suzuki Gixxer SF 2021,Motorcycle,Suzuki,Gixxer,SF,2021,Used,155 cc,"1,250 km","Tk 270,000"
https://bikroy.com/en/ad/yamaha-fazer-2019-for-sale-dhaka-111,Yamaha Fazer 2019,Motorcycle,Yamaha,Fazer,.,2019,Used,150 cc,"5,800 km","Tk 220,000"
https://bikroy.com/en/ad/hero-xtreme-sports-na-2014-for-sale-dhaka,Hero Xtreme Sports . 2014,Motorcycle,Hero,Xtreme Sports,.,2014,Used,150 cc,"49,000 km","Tk 90,000"
https://bikroy.com/en/ad/suzuki-gixxer-sf-dd-2019-for-sale-rajshahi-division-5,Suzuki Gixxer SF DD 2019,Motorcycle,Suzuki,Gixxer,SF DD,2019,Used,155 cc,"19,000 km","Tk 190,000"
https://bikroy.com/en/ad/tvs-apache-rtr-2021-for-sale-sylhet-9,TVS Apache RTR 4V 2021,Motorcycle,TVS,Apache RTR,4V,2021,Used,160 cc,"6,200 km","Tk 175,000"
https://bikroy.com/en/ad/bajaj-discover-100ccc-2014-for-sale-khulna,Bajaj Discover 100ccc 2014,Motorcycle,Bajaj,Discover,100ccc,2014,Used,100 cc,"66,500 km","Tk 75,000"
https://bikroy.com/en/ad/suzuki-gixxer-2021-for-sale-sylhet-division-2,Suzuki Gixxer 2021,Motorcycle,Suzuki,Gixxer,.,2021,Used,150 cc,"6,000 km","Tk 265,000"
https://bikroy.com/en/ad/bajaj-discover-2019-2021-for-sale-barishal-division,Bajaj Discover bike 2019,Motorcycle,Bajaj,Discover,bike,2019,Used,110 cc,"15,000 km","Tk 90,000"
https://bikroy.com/en/ad/hero-glamour-125cc-2020-for-sale-chattogram-division-1,Hero Glamour 125cc 2020,Motorcycle,Hero,Glamour,Hero Glamour 125cc,2020,Used,125 cc,"25,000 km","Tk 90,000"
https://bikroy.com/en/ad/bajaj-platina-102cc-2019-for-sale-rajshahi-division,Bajaj Platina . 2019,Motorcycle,Bajaj,Platina,.,2019,Used,102 cc,"8,000 km","Tk 90,000"
https://bikroy.com/en/ad/suzuki-gsx-gixxar-sf-dd-2020-for-sale-dhaka-1,Suzuki GSX Sf dd 2020,Motorcycle,Suzuki,GSX,Sf dd,2020,Used,155 cc,"12,311 km","Tk 219,999"
https://bikroy.com/en/ad/bajaj-pulsar-2012-for-sale-rajshahi-217,Bajaj Pulsar bike 2012,Motorcycle,Bajaj,Pulsar,bike,2012,Used,150 cc,"48,000 km","Tk 108,000"
https://bikroy.com/en/ad/freedom-runner-2019-for-sale-dhaka-14,Runner Freedom 2019,Motorcycle,Runner,Freedom,.,2019,Used,110 cc,"17,000 km","Tk 60,000"
https://bikroy.com/en/ad/yamaha-fzs-v1-2013-for-sale-dhaka-20,Yamaha FZS v1 . 2013,Motorcycle,Yamaha,FZS,v1 .,2013,Used,153 cc,"45,000 km","Tk 115,000"
